,Sample,Age
110,GSM990346,44.0
111,GSM990119,57.0
112,GSM990462,70.0
113,GSM990514,60.0
114,GSM990042,73.0
115,GSM990466,76.0
116,GSM990406,85.0
117,GSM989828,89.0
118,GSM989863,101.0
119,GSM989953,71.0
120,GSM990383,58.0
121,GSM989952,60.0
122,GSM990623,78.0
123,GSM990429,79.0
124,GSM990511,56.0
125,GSM990094,60.0
126,GSM989966,56.0
127,GSM990609,50.0
128,GSM990613,66.0
129,GSM990614,70.0
130,GSM990568,76.0
131,GSM989831,62.0
132,GSM990564,76.0
133,GSM989950,63.0
134,GSM990033,92.0
135,GSM990023,82.0
136,GSM990083,52.0
137,GSM990002,71.0
138,GSM990299,37.0
139,GSM990389,65.0
140,GSM990349,48.0
141,GSM990339,58.0
142,GSM990311,66.0
143,GSM990411,64.0
144,GSM989962,58.0
145,GSM990309,44.0
146,GSM989916,71.0
147,GSM990573,84.0
148,GSM990014,70.0
149,GSM990586,77.0
150,GSM990542,36.0
151,GSM990036,80.0
152,GSM990085,48.0
153,GSM989846,60.0
154,GSM989935,52.0
155,GSM990598,82.0
156,GSM990060,73.0
157,GSM989842,71.0
158,GSM990367,40.0
159,GSM990292,34.0
160,GSM990451,60.0
161,GSM990061,74.0
162,GSM990518,23.0
163,GSM989857,79.0
164,GSM990314,52.0
165,GSM989854,56.0
166,GSM990088,46.0
167,GSM989871,87.0
168,GSM990046,69.0
169,GSM990476,41.0
170,GSM989984,47.0
171,GSM990013,70.0
172,GSM990080,53.0
173,GSM990558,91.0
174,GSM990447,68.0
175,GSM989992,30.0
176,GSM990619,79.0
177,GSM990521,44.0
178,GSM990358,62.0
179,GSM990583,80.0
180,GSM990056,70.0
181,GSM989865,84.0
182,GSM989895,69.0
183,GSM990112,55.0
184,GSM990414,59.0
185,GSM990313,61.0
186,GSM990286,58.0
187,GSM990275,50.0
188,GSM989888,84.0
189,GSM990458,58.0
190,GSM989891,68.0
191,GSM989879,73.0
192,GSM990102,38.0
193,GSM989884,76.0
194,GSM990089,64.0
195,GSM990301,63.0
196,GSM990452,61.0
197,GSM990106,62.0
198,GSM989898,79.0
199,GSM990377,56.0
200,GSM990001,86.0
201,GSM990392,55.0
202,GSM990550,82.0
203,GSM990316,59.0
204,GSM990433,49.0
205,GSM989981,65.0
206,GSM990305,51.0
207,GSM989994,47.0
208,GSM990597,77.0
209,GSM990593,66.0
210,GSM989834,75.0
211,GSM990096,73.0
212,GSM989987,28.0
213,GSM990067,64.0
214,GSM990554,79.0
215,GSM990604,69.0
216,GSM990592,54.0
217,GSM990276,57.0
218,GSM989975,47.0
219,GSM990602,88.0
220,GSM989876,53.0
221,GSM990040,82.0
222,GSM990560,86.0
223,GSM990443,84.0
224,GSM990463,77.0
225,GSM990578,87.0
226,GSM990045,68.0
227,GSM990291,50.0
228,GSM989938,59.0
229,GSM990062,73.0
230,GSM990544,83.0
231,GSM990363,65.0
232,GSM989872,85.0
233,GSM990547,89.0
234,GSM989881,73.0
235,GSM990410,79.0
236,GSM990345,66.0
237,GSM990396,54.0
238,GSM990048,69.0
239,GSM990113,62.0
240,GSM990034,74.0
241,GSM990473,61.0
242,GSM989880,54.0
243,GSM990456,79.0
244,GSM990122,66.0
245,GSM990484,71.0
246,GSM990435,66.0
247,GSM989961,58.0
248,GSM990026,82.0
249,GSM990423,81.0
250,GSM990552,77.0
251,GSM990497,52.0
252,GSM989850,84.0
253,GSM990534,30.0
254,GSM990470,80.0
255,GSM990280,66.0
256,GSM989925,70.0
257,GSM989873,88.0
258,GSM989954,67.0
259,GSM990527,57.0
260,GSM989917,49.0
261,GSM990103,54.0
262,GSM990600,58.0
263,GSM990350,46.0
264,GSM990075,46.0
265,GSM990111,50.0
266,GSM989946,59.0
267,GSM989910,89.0
268,GSM990617,69.0
269,GSM990312,51.0
270,GSM989951,80.0
271,GSM990374,58.0
272,GSM989902,85.0
273,GSM989897,73.0
274,GSM990015,74.0
275,GSM990325,55.0
276,GSM990478,65.0
277,GSM989913,76.0
278,GSM990055,85.0
279,GSM990344,57.0
280,GSM990418,69.0
281,GSM990330,52.0
282,GSM989859,82.0
283,GSM990028,79.0
284,GSM990362,60.0
285,GSM990287,61.0
286,GSM990404,58.0
287,GSM990415,65.0
288,GSM990117,64.0
289,GSM990289,45.0
290,GSM989882,96.0
291,GSM990295,48.0
292,GSM989886,54.0
293,GSM990501,44.0
294,GSM990526,51.0
295,GSM989980,34.0
296,GSM990011,56.0
297,GSM990271,51.0
298,GSM990474,52.0
299,GSM990612,86.0
300,GSM990490,33.0
301,GSM989907,78.0
302,GSM990290,62.0
303,GSM989973,69.0
304,GSM989934,78.0
305,GSM990504,27.0
306,GSM990090,57.0
307,GSM990441,73.0
308,GSM990049,81.0
309,GSM990021,76.0
310,GSM990400,76.0
311,GSM990044,87.0
312,GSM990007,70.0
313,GSM990431,76.0
314,GSM990381,55.0
315,GSM990515,47.0
316,GSM990100,58.0
317,GSM990352,59.0
318,GSM990513,75.0
319,GSM989839,77.0
320,GSM989830,64.0
321,GSM990065,76.0
322,GSM990481,76.0
323,GSM989956,86.0
324,GSM990453,69.0
325,GSM990603,74.0
326,GSM989926,65.0
327,GSM990029,75.0
328,GSM990343,50.0
329,GSM990095,51.0
330,GSM990293,64.0
331,GSM990105,44.0
332,GSM990380,56.0
333,GSM990523,27.0
334,GSM989833,73.0
335,GSM990455,56.0
336,GSM990277,33.0
337,GSM989912,66.0
338,GSM990553,80.0
339,GSM990074,54.0
340,GSM990382,61.0
341,GSM990561,74.0
342,GSM990368,57.0
343,GSM989836,83.0
344,GSM990071,44.0
345,GSM990115,38.0
346,GSM990052,75.0
347,GSM990585,72.0
348,GSM990098,42.0
349,GSM990063,86.0
350,GSM990333,59.0
351,GSM990376,61.0
352,GSM990285,47.0
353,GSM990579,84.0
354,GSM990524,69.0
355,GSM989944,76.0
356,GSM990596,66.0
357,GSM990533,62.0
358,GSM990487,57.0
359,GSM990531,34.0
360,GSM990298,58.0
361,GSM990114,61.0
362,GSM990408,69.0
363,GSM990022,78.0
364,GSM990347,62.0
365,GSM989896,55.0
366,GSM989982,52.0
367,GSM990477,69.0
368,GSM990076,60.0
369,GSM990570,69.0
370,GSM990004,67.0
371,GSM990118,57.0
372,GSM990364,64.0
373,GSM990587,56.0
374,GSM990335,64.0
375,GSM990589,78.0
376,GSM990454,81.0
377,GSM990483,45.0
378,GSM989989,59.0
379,GSM990591,89.0
380,GSM989991,50.0
381,GSM989877,76.0
382,GSM990572,85.0
383,GSM990595,90.0
384,GSM990522,37.0
385,GSM990379,62.0
386,GSM990539,21.0
387,GSM990300,60.0
388,GSM989928,84.0
389,GSM990582,71.0
390,GSM989927,68.0
391,GSM990310,65.0
392,GSM990430,57.0
393,GSM989985,54.0
394,GSM990424,68.0
395,GSM990324,31.0
396,GSM990449,72.0
397,GSM990479,45.0
398,GSM989924,59.0
399,GSM990282,64.0
400,GSM990064,83.0
401,GSM990398,83.0
402,GSM990110,65.0
403,GSM990482,76.0
404,GSM990450,48.0
405,GSM990546,89.0
406,GSM990353,52.0
407,GSM989867,87.0
408,GSM989832,87.0
409,GSM990607,70.0
410,GSM989845,92.0
411,GSM990503,45.0
412,GSM990303,54.0
413,GSM990025,71.0
414,GSM989911,85.0
415,GSM990557,85.0
416,GSM989945,54.0
417,GSM990525,28.0
418,GSM990551,73.0
419,GSM990615,89.0
420,GSM989853,76.0
421,GSM989955,50.0
422,GSM989862,54.0
423,GSM990078,43.0
424,GSM990351,41.0
425,GSM990537,25.0
426,GSM990069,88.0
427,GSM989890,89.0
428,GSM990566,59.0
429,GSM990082,71.0
430,GSM989921,85.0
431,GSM990599,65.0
432,GSM989875,78.0
433,GSM990315,61.0
434,GSM990297,64.0
435,GSM990332,65.0
436,GSM990079,41.0
437,GSM990536,36.0
438,GSM989920,66.0
439,GSM989936,49.0
440,GSM990296,60.0
441,GSM990509,56.0
442,GSM990050,71.0
443,GSM990605,83.0
444,GSM990087,68.0
445,GSM990378,66.0
446,GSM989995,47.0
447,GSM990626,61.0
448,GSM989947,48.0
449,GSM990459,75.0
450,GSM990532,44.0
451,GSM990018,80.0
452,GSM990306,63.0
453,GSM990081,48.0
454,GSM990569,85.0
455,GSM990107,51.0
456,GSM989971,61.0
457,GSM990422,74.0
458,GSM990003,77.0
459,GSM990373,41.0
460,GSM989918,69.0
461,GSM990401,64.0
462,GSM990417,58.0
463,GSM990318,52.0
464,GSM990092,51.0
465,GSM990403,82.0
466,GSM990084,64.0
467,GSM990326,53.0
468,GSM989919,63.0
469,GSM989969,81.0
470,GSM990086,55.0
471,GSM989974,65.0
472,GSM989988,54.0
473,GSM990426,65.0
474,GSM989860,74.0
475,GSM990471,76.0
476,GSM990559,85.0
477,GSM990420,65.0
478,GSM990588,92.0
479,GSM990077,40.0
480,GSM989878,67.0
481,GSM990342,60.0
482,GSM989870,73.0
483,GSM989941,68.0
484,GSM989977,55.0
485,GSM989976,43.0
486,GSM990529,44.0
487,GSM989900,89.0
488,GSM990581,93.0
489,GSM989905,73.0
490,GSM990322,61.0
491,GSM990016,73.0
492,GSM990066,75.0
493,GSM990361,55.0
494,GSM990354,50.0
495,GSM990274,55.0
496,GSM990399,77.0
497,GSM989901,79.0
498,GSM990528,19.0
499,GSM989868,74.0
500,GSM989963,64.0
501,GSM989906,63.0
502,GSM990549,55.0
503,GSM989838,48.0
504,GSM989866,85.0
505,GSM990054,77.0
506,GSM989993,50.0
507,GSM989930,51.0
508,GSM989915,84.0
509,GSM990407,66.0
510,GSM990448,52.0
511,GSM990041,69.0
512,GSM989940,46.0
513,GSM990109,53.0
514,GSM990496,68.0
515,GSM990468,69.0
516,GSM990610,74.0
517,GSM990319,55.0
518,GSM990601,75.0
519,GSM990272,58.0
520,GSM990577,76.0
521,GSM989998,35.0
522,GSM990508,69.0
523,GSM990618,64.0
524,GSM989983,32.0
525,GSM990388,66.0
526,GSM990625,68.0
527,GSM990340,54.0
528,GSM990043,66.0
529,GSM990269,43.0
530,GSM990413,53.0
531,GSM990519,43.0
532,GSM990439,52.0
533,GSM990323,46.0
534,GSM990281,55.0
535,GSM989949,62.0
536,GSM990442,65.0
537,GSM990498,64.0
538,GSM990012,67.0
539,GSM990428,66.0
540,GSM990371,59.0
541,GSM989844,80.0
542,GSM990030,68.0
543,GSM990093,53.0
544,GSM990556,82.0
545,GSM990427,90.0
546,GSM990491,68.0
547,GSM990357,54.0
548,GSM989861,79.0
549,GSM989964,73.0
550,GSM990288,48.0
551,GSM990108,41.0
552,GSM989841,63.0
553,GSM990331,45.0
554,GSM989965,49.0
555,GSM990284,66.0
556,GSM989970,72.0
557,GSM989948,45.0
558,GSM990031,64.0
559,GSM989957,70.0
560,GSM990390,58.0
561,GSM989885,47.0
562,GSM989931,63.0
563,GSM990005,84.0
564,GSM990047,76.0
565,GSM990469,79.0
566,GSM990008,67.0
567,GSM990580,82.0
568,GSM990304,60.0
569,GSM989835,73.0
570,GSM990402,70.0
571,GSM990620,92.0
572,GSM989887,73.0
573,GSM989942,74.0
574,GSM990058,69.0
575,GSM990283,46.0
576,GSM989899,72.0
577,GSM990308,64.0
578,GSM989864,79.0
579,GSM990409,84.0
580,GSM990541,22.0
581,GSM990370,64.0
582,GSM989968,48.0
583,GSM990434,92.0
584,GSM990565,81.0
585,GSM990574,83.0
586,GSM989847,79.0
587,GSM990506,56.0
588,GSM990488,68.0
589,GSM989986,63.0
590,GSM990419,60.0
591,GSM990499,27.0
592,GSM989972,50.0
593,GSM990493,79.0
594,GSM990495,78.0
595,GSM990575,67.0
596,GSM990461,57.0
597,GSM989852,74.0
598,GSM990608,64.0
599,GSM990543,58.0
600,GSM990510,47.0
601,GSM990457,82.0
602,GSM990472,48.0
603,GSM990024,76.0
604,GSM990387,61.0
605,GSM990268,52.0
606,GSM990467,89.0
607,GSM990622,77.0
608,GSM990540,40.0
609,GSM990006,80.0
610,GSM990038,77.0
611,GSM990391,43.0
612,GSM989893,79.0
613,GSM989958,54.0
614,GSM990121,64.0
615,GSM990436,59.0
616,GSM990070,48.0
617,GSM990395,46.0
618,GSM990486,84.0
619,GSM990393,47.0
620,GSM990394,50.0
621,GSM990492,73.0
622,GSM989978,54.0
623,GSM989967,75.0
624,GSM989908,65.0
625,GSM989909,65.0
626,GSM990425,68.0
627,GSM990053,60.0
628,GSM989922,76.0
629,GSM990302,59.0
630,GSM990073,62.0
631,GSM989943,59.0
632,GSM990444,51.0
633,GSM990538,36.0
634,GSM990606,83.0
635,GSM990037,63.0
636,GSM989923,84.0
637,GSM990051,71.0
638,GSM989858,73.0
639,GSM990120,49.0
640,GSM989903,68.0
641,GSM990475,69.0
642,GSM990338,59.0
643,GSM990039,81.0
644,GSM990489,74.0
645,GSM990460,78.0
646,GSM990563,87.0
647,GSM989960,76.0
648,GSM990412,78.0
649,GSM990035,69.0
650,GSM990520,47.0
651,GSM990072,48.0
652,GSM989914,74.0
653,GSM990101,43.0
654,GSM990616,78.0
655,GSM990341,57.0
